url,tactile,caption
images_rgb/image_3212_rgb.jpg,images_tac/image_3212_tac.jpg,"lined, fabric, grainy"
images_rgb/image_2104_rgb.jpg,images_tac/image_2104_tac.jpg,"lined, patterned, fabric, soft, woven"
images_rgb/image_2282_rgb.jpg,images_tac/image_2282_tac.jpg,"lined, grainy, fabric"
images_rgb/image_4427_rgb.jpg,images_tac/image_4427_tac.jpg,"flat, hard, smooth"
images_rgb/image_2125_rgb.jpg,images_tac/image_2125_tac.jpg,"lace, fabric"
images_rgb/image_4534_rgb.jpg,images_tac/image_4534_tac.jpg,"round, woven, patterned"
images_rgb/image_2470_rgb.jpg,images_tac/image_2470_tac.jpg,"granular, hard, fabric"
images_rgb/image_4563_rgb.jpg,images_tac/image_4563_tac.jpg,"woven, shiny"
images_rgb/image_835_rgb.jpg,images_tac/image_835_tac.jpg,"fabric, fluffy"
images_rgb/image_1207_rgb.jpg,images_tac/image_1207_tac.jpg,"transparent, smooth, patterned"
images_rgb/image_4440_rgb.jpg,images_tac/image_4440_tac.jpg,"soft, lined, fabric"
images_rgb/image_4195_rgb.jpg,images_tac/image_4195_tac.jpg,"hard, bumpy"
images_rgb/image_2790_rgb.jpg,images_tac/image_2790_tac.jpg,"fabric, wrinkly"
images_rgb/image_3537_rgb.jpg,images_tac/image_3537_tac.jpg,"mesh, flexible"
images_rgb/image_3964_rgb.jpg,images_tac/image_3964_tac.jpg,"soft, grainy, fabric, patterned"
images_rgb/image_3943_rgb.jpg,images_tac/image_3943_tac.jpg,"soft, fabric"
images_rgb/image_198_rgb.jpg,images_tac/image_198_tac.jpg,"soft, grainy
, fabric"
images_rgb/image_3832_rgb.jpg,images_tac/image_3832_tac.jpg,"flat, smooth"
images_rgb/image_2288_rgb.jpg,images_tac/image_2288_tac.jpg,"lined, flat"
images_rgb/image_604_rgb.jpg,images_tac/image_604_tac.jpg,"soft, fabric"
images_rgb/image_2960_rgb.jpg,images_tac/image_2960_tac.jpg,"fabric, uneven"
images_rgb/image_2933_rgb.jpg,images_tac/image_2933_tac.jpg,"flat, fabric, smooth"
images_rgb/image_2746_rgb.jpg,images_tac/image_2746_tac.jpg,
images_rgb/image_4137_rgb.jpg,images_tac/image_4137_tac.jpg,"hard, smooth, lined"
images_rgb/image_955_rgb.jpg,images_tac/image_955_tac.jpg,"fabric, coarse"
images_rgb/image_3980_rgb.jpg,images_tac/image_3980_tac.jpg,"soft, fabric"
images_rgb/image_3123_rgb.jpg,images_tac/image_3123_tac.jpg,"deformable, soft, patterned, uneven"
images_rgb/image_3925_rgb.jpg,images_tac/image_3925_tac.jpg,"lined, grainy, sewn, flat"
images_rgb/image_3040_rgb.jpg,images_tac/image_3040_tac.jpg,"smooth, sewn, fabric"
images_rgb/image_1858_rgb.jpg,images_tac/image_1858_tac.jpg,"rough, jagged, stiff"
images_rgb/image_1564_rgb.jpg,images_tac/image_1564_tac.jpg,"glossy, splotchy, hard"
images_rgb/image_1009_rgb.jpg,images_tac/image_1009_tac.jpg,"woven, hard, rigid"
images_rgb/image_1920_rgb.jpg,images_tac/image_1920_tac.jpg,"uneven, patterned"
images_rgb/image_3656_rgb.jpg,images_tac/image_3656_tac.jpg,"metallic, flat"
images_rgb/image_2466_rgb.jpg,images_tac/image_2466_tac.jpg,"lined, grainy, creased, fabric"
images_rgb/image_2191_rgb.jpg,images_tac/image_2191_tac.jpg,"fabric, coarse, lined"
images_rgb/image_985_rgb.jpg,images_tac/image_985_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_3771_rgb.jpg,images_tac/image_3771_tac.jpg,"soft, lined, fabric"
images_rgb/image_2536_rgb.jpg,images_tac/image_2536_tac.jpg,"hard, flat, patterned"
images_rgb/image_1865_rgb.jpg,images_tac/image_1865_tac.jpg,"hard, metallic, glossy"
images_rgb/image_257_rgb.jpg,images_tac/image_257_tac.jpg,"soft, fabric, lined"
images_rgb/image_902_rgb.jpg,images_tac/image_902_tac.jpg,"metallic, hard, shiny, uneven"
images_rgb/image_4209_rgb.jpg,images_tac/image_4209_tac.jpg,"wooden, smooth, lined"
images_rgb/image_3965_rgb.jpg,images_tac/image_3965_tac.jpg,"soft, fabric"
images_rgb/image_683_rgb.jpg,images_tac/image_683_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_2860_rgb.jpg,images_tac/image_2860_tac.jpg,"soft, lined, fabric"
images_rgb/image_2711_rgb.jpg,images_tac/image_2711_tac.jpg,"fabric, smooth, lined, grainy"
images_rgb/image_1095_rgb.jpg,images_tac/image_1095_tac.jpg,"soft, lined, fabric"
images_rgb/image_901_rgb.jpg,images_tac/image_901_tac.jpg,"granular, thin, coarse"
images_rgb/image_4332_rgb.jpg,images_tac/image_4332_tac.jpg,"smooth, lined"
images_rgb/image_2221_rgb.jpg,images_tac/image_2221_tac.jpg,"lined, deformable"
images_rgb/image_108_rgb.jpg,images_tac/image_108_tac.jpg,"flat, hard"
images_rgb/image_3776_rgb.jpg,images_tac/image_3776_tac.jpg,"lined, fuzzy"
images_rgb/image_3233_rgb.jpg,images_tac/image_3233_tac.jpg,"fabric, wrinkly"
images_rgb/image_1984_rgb.jpg,images_tac/image_1984_tac.jpg,"grainy, fabric"
images_rgb/image_1069_rgb.jpg,images_tac/image_1069_tac.jpg,"round, uneven, malleable"
images_rgb/image_2985_rgb.jpg,images_tac/image_2985_tac.jpg,"fabric, smooth, blurry"
images_rgb/image_4077_rgb.jpg,images_tac/image_4077_tac.jpg,"grainy, deformable"
images_rgb/image_371_rgb.jpg,images_tac/image_371_tac.jpg,"fabric, grainy, wrinkly, lined"
images_rgb/image_3568_rgb.jpg,images_tac/image_3568_tac.jpg,"shiny, deformable"
images_rgb/image_3117_rgb.jpg,images_tac/image_3117_tac.jpg,"hard, flat, smooth, lined"
images_rgb/image_4224_rgb.jpg,images_tac/image_4224_tac.jpg,"shiny, woven"
images_rgb/image_3595_rgb.jpg,images_tac/image_3595_tac.jpg,"lined, fabric"
images_rgb/image_4113_rgb.jpg,images_tac/image_4113_tac.jpg,"soft, wrinkly"
images_rgb/image_1160_rgb.jpg,images_tac/image_1160_tac.jpg,"bumpy, fabric"
images_rgb/image_1081_rgb.jpg,images_tac/image_1081_tac.jpg,"lettered, plastic, smooth, flat, glossy, hard"
images_rgb/image_1748_rgb.jpg,images_tac/image_1748_tac.jpg,"lined, grainy, fabric"
images_rgb/image_2081_rgb.jpg,images_tac/image_2081_tac.jpg,"soft, patterned, lined, fabric, woven"
images_rgb/image_1371_rgb.jpg,images_tac/image_1371_tac.jpg,"hard, smooth, splotchy, flat"
images_rgb/image_3855_rgb.jpg,images_tac/image_3855_tac.jpg,"smooth, fabric"
images_rgb/image_4046_rgb.jpg,images_tac/image_4046_tac.jpg,"soft, grainy, patterned, fabric"
images_rgb/image_2180_rgb.jpg,images_tac/image_2180_tac.jpg,"lined, fabric, thick"
images_rgb/image_1052_rgb.jpg,images_tac/image_1052_tac.jpg,"hard, flat, smooth, splotchy"
images_rgb/image_2009_rgb.jpg,images_tac/image_2009_tac.jpg,"lined, flat"
images_rgb/image_1428_rgb.jpg,images_tac/image_1428_tac.jpg,"uneven, metallic, rigid"
images_rgb/image_196_rgb.jpg,images_tac/image_196_tac.jpg,"lined, deformable"
images_rgb/image_2224_rgb.jpg,images_tac/image_2224_tac.jpg,"sewed, fabric, coarse"
images_rgb/image_1734_rgb.jpg,images_tac/image_1734_tac.jpg,"soft, fabric"
images_rgb/image_2655_rgb.jpg,images_tac/image_2655_tac.jpg,"lined, deformable"
images_rgb/image_2462_rgb.jpg,images_tac/image_2462_tac.jpg,"soft, lined, fabric"
images_rgb/image_3660_rgb.jpg,images_tac/image_3660_tac.jpg,"fabric, grainy"
images_rgb/image_826_rgb.jpg,images_tac/image_826_tac.jpg,"soft, lined, fabric"
images_rgb/image_1408_rgb.jpg,images_tac/image_1408_tac.jpg,"lined, sewn, fabric, grainy"
images_rgb/image_0_rgb.jpg,images_tac/image_0_tac.jpg,"soft, lined, fabric"
images_rgb/image_761_rgb.jpg,images_tac/image_761_tac.jpg,"granular, metallic"
images_rgb/image_4117_rgb.jpg,images_tac/image_4117_tac.jpg,"deformable, elastic"
images_rgb/image_2159_rgb.jpg,images_tac/image_2159_tac.jpg,"lined, patterned, fabric, woven"
images_rgb/image_1322_rgb.jpg,images_tac/image_1322_tac.jpg,"rigid, hard, patterned"
images_rgb/image_619_rgb.jpg,images_tac/image_619_tac.jpg,"hard, smooth, flat"
images_rgb/image_2244_rgb.jpg,images_tac/image_2244_tac.jpg,"soft, fabric, lined, patterned, woven"
images_rgb/image_3474_rgb.jpg,images_tac/image_3474_tac.jpg,"soft, fabric, elastic"
images_rgb/image_3313_rgb.jpg,images_tac/image_3313_tac.jpg,"deformable, grainy"
images_rgb/image_675_rgb.jpg,images_tac/image_675_tac.jpg,"flat, hard, patterned"
images_rgb/image_1903_rgb.jpg,images_tac/image_1903_tac.jpg,"grainy, deformable"
images_rgb/image_2253_rgb.jpg,images_tac/image_2253_tac.jpg,"lined, deformable"
images_rgb/image_104_rgb.jpg,images_tac/image_104_tac.jpg,"patterned, fabric, complex"
images_rgb/image_2212_rgb.jpg,images_tac/image_2212_tac.jpg,"fabric, striped"
images_rgb/image_1622_rgb.jpg,images_tac/image_1622_tac.jpg,"lined, woolen"
images_rgb/image_2460_rgb.jpg,images_tac/image_2460_tac.jpg,"granular, thick"
images_rgb/image_2268_rgb.jpg,images_tac/image_2268_tac.jpg,"coarse, thick"
images_rgb/image_1259_rgb.jpg,images_tac/image_1259_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_997_rgb.jpg,images_tac/image_997_tac.jpg,"patterned, hard, glossy"
images_rgb/image_4406_rgb.jpg,images_tac/image_4406_tac.jpg,"woven, lined"
images_rgb/image_3798_rgb.jpg,images_tac/image_3798_tac.jpg,"flat, smooth, fabric"
images_rgb/image_3400_rgb.jpg,images_tac/image_3400_tac.jpg,"rough, metallic"
images_rgb/image_3208_rgb.jpg,images_tac/image_3208_tac.jpg,"flat, lined"
images_rgb/image_2639_rgb.jpg,images_tac/image_2639_tac.jpg,"soft, fabric"
images_rgb/image_4464_rgb.jpg,images_tac/image_4464_tac.jpg,"uneven, smooth, rigid"
images_rgb/image_1680_rgb.jpg,images_tac/image_1680_tac.jpg,"sewn, lined, grainy, fabric"
images_rgb/image_706_rgb.jpg,images_tac/image_706_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_4580_rgb.jpg,images_tac/image_4580_tac.jpg,"rubbery, deformable, wired, uneven"
images_rgb/image_515_rgb.jpg,images_tac/image_515_tac.jpg,"wooden, hard, flat, smooth"
images_rgb/image_1363_rgb.jpg,images_tac/image_1363_tac.jpg,"grainy, flat"
images_rgb/image_2967_rgb.jpg,images_tac/image_2967_tac.jpg,"lined, fabric, grainy, sewn"
images_rgb/image_4574_rgb.jpg,images_tac/image_4574_tac.jpg,"rubbery, deformable, wired, uneven"
images_rgb/image_363_rgb.jpg,images_tac/image_363_tac.jpg,"soft, grainy, fabric"
images_rgb/image_4282_rgb.jpg,images_tac/image_4282_tac.jpg,"hard, smooth"
images_rgb/image_312_rgb.jpg,images_tac/image_312_tac.jpg,"metallic, fabric"
images_rgb/image_67_rgb.jpg,images_tac/image_67_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_3713_rgb.jpg,images_tac/image_3713_tac.jpg,"soft, fabric, grainy"
images_rgb/image_766_rgb.jpg,images_tac/image_766_tac.jpg,"metallic, hard, rigid"
images_rgb/image_689_rgb.jpg,images_tac/image_689_tac.jpg,"fabric, granular"
images_rgb/image_4283_rgb.jpg,images_tac/image_4283_tac.jpg,"round, rubbery, deformable, wired"
images_rgb/image_2302_rgb.jpg,images_tac/image_2302_tac.jpg,"soft, lined, fabric"
images_rgb/image_4123_rgb.jpg,images_tac/image_4123_tac.jpg,"smooth, flat"
images_rgb/image_2921_rgb.jpg,images_tac/image_2921_tac.jpg,"smooth, deformable"
images_rgb/image_3641_rgb.jpg,images_tac/image_3641_tac.jpg,"woven, glossy, flexible"
images_rgb/image_2680_rgb.jpg,images_tac/image_2680_tac.jpg,"soft, lined, patterned, fabric"
images_rgb/image_1878_rgb.jpg,images_tac/image_1878_tac.jpg,"metallic, rough, hard"
images_rgb/image_483_rgb.jpg,images_tac/image_483_tac.jpg,"deformable, fabric"
images_rgb/image_3105_rgb.jpg,images_tac/image_3105_tac.jpg,"grainy, deformable, fabric"
images_rgb/image_570_rgb.jpg,images_tac/image_570_tac.jpg,"lined, wrinkly, deformable"
images_rgb/image_4032_rgb.jpg,images_tac/image_4032_tac.jpg,"deformable, fabric"
images_rgb/image_1795_rgb.jpg,images_tac/image_1795_tac.jpg,"hard, flat, patterned"
images_rgb/image_2579_rgb.jpg,images_tac/image_2579_tac.jpg,"glossy, hard, splotchy"
images_rgb/image_356_rgb.jpg,images_tac/image_356_tac.jpg,"fabric, fluffy"
images_rgb/image_3570_rgb.jpg,images_tac/image_3570_tac.jpg,"deformable, shiny"
images_rgb/image_2148_rgb.jpg,images_tac/image_2148_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_2912_rgb.jpg,images_tac/image_2912_tac.jpg,"wrinkly, fabric"
images_rgb/image_3931_rgb.jpg,images_tac/image_3931_tac.jpg,"grainy, patterned, soft, fabric"
images_rgb/image_141_rgb.jpg,images_tac/image_141_tac.jpg,"patterned, fabric"
images_rgb/image_2732_rgb.jpg,images_tac/image_2732_tac.jpg,"soft, lined, fabric"
images_rgb/image_1670_rgb.jpg,images_tac/image_1670_tac.jpg,"soft, lined, patterned, fabric, woven"
images_rgb/image_3923_rgb.jpg,images_tac/image_3923_tac.jpg,"uneven, fabric, lined"
images_rgb/image_204_rgb.jpg,images_tac/image_204_tac.jpg,"fabric, lined"
images_rgb/image_2162_rgb.jpg,images_tac/image_2162_tac.jpg,"lined, grainy, fuzzy"
images_rgb/image_850_rgb.jpg,images_tac/image_850_tac.jpg,"lined, fuzzy, soft"
images_rgb/image_658_rgb.jpg,images_tac/image_658_tac.jpg,"smooth, fabric"
images_rgb/image_3427_rgb.jpg,images_tac/image_3427_tac.jpg,"smooth, deformable"
images_rgb/image_3712_rgb.jpg,images_tac/image_3712_tac.jpg,"soft, grainy, fabric"
images_rgb/image_3032_rgb.jpg,images_tac/image_3032_tac.jpg,"creased, elastic, sewn"
images_rgb/image_3633_rgb.jpg,images_tac/image_3633_tac.jpg,"flat, grainy, fabric"
images_rgb/image_3254_rgb.jpg,images_tac/image_3254_tac.jpg,"grainy, deformable"
images_rgb/image_3205_rgb.jpg,images_tac/image_3205_tac.jpg,"fabric, folded, soft"
images_rgb/image_3371_rgb.jpg,images_tac/image_3371_tac.jpg,"deformable, fabric"
images_rgb/image_2687_rgb.jpg,images_tac/image_2687_tac.jpg,"lined, flat"
images_rgb/image_753_rgb.jpg,images_tac/image_753_tac.jpg,"plastic, deformable, stringy"
images_rgb/image_837_rgb.jpg,images_tac/image_837_tac.jpg,"glossy, splotchy, hard"
images_rgb/image_4089_rgb.jpg,images_tac/image_4089_tac.jpg,"creased, fabric, smooth"
images_rgb/image_1034_rgb.jpg,images_tac/image_1034_tac.jpg,"round, uneven, malleable"
images_rgb/image_417_rgb.jpg,images_tac/image_417_tac.jpg,"hard, flat, smooth, splotchy"
images_rgb/image_2147_rgb.jpg,images_tac/image_2147_tac.jpg,"lined, fabric"
images_rgb/image_2232_rgb.jpg,images_tac/image_2232_tac.jpg,"lined, sewn, fabric, grainy"
images_rgb/image_632_rgb.jpg,images_tac/image_632_tac.jpg,"soft, lined, fabric"
images_rgb/image_1144_rgb.jpg,images_tac/image_1144_tac.jpg,"hard, plastic, glossy"
images_rgb/image_3824_rgb.jpg,images_tac/image_3824_tac.jpg,"smooth, deformable"
images_rgb/image_197_rgb.jpg,images_tac/image_197_tac.jpg,"flat, soft"
images_rgb/image_907_rgb.jpg,images_tac/image_907_tac.jpg,"lined, soft, fabric"
images_rgb/image_1340_rgb.jpg,images_tac/image_1340_tac.jpg,"uneven, spongy, patterned"
images_rgb/image_1142_rgb.jpg,images_tac/image_1142_tac.jpg,"grainy, fabric"
images_rgb/image_4529_rgb.jpg,images_tac/image_4529_tac.jpg,"round, fabric, tough"
images_rgb/image_2662_rgb.jpg,images_tac/image_2662_tac.jpg,"grainy, shiny"
images_rgb/image_4002_rgb.jpg,images_tac/image_4002_tac.jpg,"soft, fabric"
images_rgb/image_1889_rgb.jpg,images_tac/image_1889_tac.jpg,"layered, deformable, smooth"
images_rgb/image_1395_rgb.jpg,images_tac/image_1395_tac.jpg,"smooth, fabric"
images_rgb/image_4081_rgb.jpg,images_tac/image_4081_tac.jpg,"flat, smooth, hard"
images_rgb/image_299_rgb.jpg,images_tac/image_299_tac.jpg,"fuzzy, soft"
images_rgb/image_2924_rgb.jpg,images_tac/image_2924_tac.jpg,"glossy, smooth"
images_rgb/image_68_rgb.jpg,images_tac/image_68_tac.jpg,"lined, fabric"
images_rgb/image_1640_rgb.jpg,images_tac/image_1640_tac.jpg,"hard, flat"
images_rgb/image_3896_rgb.jpg,images_tac/image_3896_tac.jpg,"lined, grainy, sewn, fabric"
images_rgb/image_1867_rgb.jpg,images_tac/image_1867_tac.jpg,"fabric, spotty"
images_rgb/image_4438_rgb.jpg,images_tac/image_4438_tac.jpg,"uneven, lined"
images_rgb/image_4056_rgb.jpg,images_tac/image_4056_tac.jpg,"soft, fabric"
images_rgb/image_1572_rgb.jpg,images_tac/image_1572_tac.jpg,"flat, fuzzy"
images_rgb/image_2311_rgb.jpg,images_tac/image_2311_tac.jpg,"uneven, patterned"
images_rgb/image_2046_rgb.jpg,images_tac/image_2046_tac.jpg,"sewn, elastic, lined"
images_rgb/image_686_rgb.jpg,images_tac/image_686_tac.jpg,"smooth, fabric, creased"
images_rgb/image_3127_rgb.jpg,images_tac/image_3127_tac.jpg,"granular, wrinkly, fabric"
images_rgb/image_3850_rgb.jpg,images_tac/image_3850_tac.jpg,"soft, fabric, metallic, uneven"
images_rgb/image_4338_rgb.jpg,images_tac/image_4338_tac.jpg,"hard, smooth"
images_rgb/image_3844_rgb.jpg,images_tac/image_3844_tac.jpg,"flat, smooth, hard"
images_rgb/image_2441_rgb.jpg,images_tac/image_2441_tac.jpg,"lined, grainy, fabric"
images_rgb/image_2879_rgb.jpg,images_tac/image_2879_tac.jpg,"soft, fabric, lined"
images_rgb/image_4114_rgb.jpg,images_tac/image_4114_tac.jpg,"lined, flat, smooth, hard"
images_rgb/image_2448_rgb.jpg,images_tac/image_2448_tac.jpg,"lined, grainy, fabric"
images_rgb/image_2423_rgb.jpg,images_tac/image_2423_tac.jpg,"bumpy, lined"
images_rgb/image_3666_rgb.jpg,images_tac/image_3666_tac.jpg,"lined, grainy"
images_rgb/image_1384_rgb.jpg,images_tac/image_1384_tac.jpg,"lined, grainy, fabric"
images_rgb/image_2808_rgb.jpg,images_tac/image_2808_tac.jpg,"fabric, grainy, soft"
images_rgb/image_1033_rgb.jpg,images_tac/image_1033_tac.jpg,"shiny, woven"
images_rgb/image_4356_rgb.jpg,images_tac/image_4356_tac.jpg,"glossy, woven, round, rubbery, flexible"
images_rgb/image_1757_rgb.jpg,images_tac/image_1757_tac.jpg,"granular, fabric"
images_rgb/image_1462_rgb.jpg,images_tac/image_1462_tac.jpg,"lined, grainy, fabric, sewn"
images_rgb/image_3526_rgb.jpg,images_tac/image_3526_tac.jpg,"creased, fabric, smooth"
images_rgb/image_1065_rgb.jpg,images_tac/image_1065_tac.jpg,"twisted, flexible, round, glossy"
images_rgb/image_2741_rgb.jpg,images_tac/image_2741_tac.jpg,"smooth, fabric"
images_rgb/image_2055_rgb.jpg,images_tac/image_2055_tac.jpg,"grainy, fabric"
images_rgb/image_573_rgb.jpg,images_tac/image_573_tac.jpg,"soft, fabric"
images_rgb/image_2851_rgb.jpg,images_tac/image_2851_tac.jpg,"lined, flat"
images_rgb/image_2708_rgb.jpg,images_tac/image_2708_tac.jpg,"lined, sewn, fabric"
images_rgb/image_4389_rgb.jpg,images_tac/image_4389_tac.jpg,"rubbery, deformable, wired, uneven"
images_rgb/image_1898_rgb.jpg,images_tac/image_1898_tac.jpg,"soft, fabric"
images_rgb/image_211_rgb.jpg,images_tac/image_211_tac.jpg,"fabric, granular"
images_rgb/image_2723_rgb.jpg,images_tac/image_2723_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_2464_rgb.jpg,images_tac/image_2464_tac.jpg,"lined, deformable"
images_rgb/image_1348_rgb.jpg,images_tac/image_1348_tac.jpg,"hard, flat, patterned, metallic"
images_rgb/image_2146_rgb.jpg,images_tac/image_2146_tac.jpg,"lined, woven, patterned"
images_rgb/image_2749_rgb.jpg,images_tac/image_2749_tac.jpg,"soft, lined, fabric"
images_rgb/image_2931_rgb.jpg,images_tac/image_2931_tac.jpg,"fabric, elastic"
images_rgb/image_1467_rgb.jpg,images_tac/image_1467_tac.jpg,"soft, lined, fabric"
images_rgb/image_3874_rgb.jpg,images_tac/image_3874_tac.jpg,"uneven, lined, coarse"
images_rgb/image_4342_rgb.jpg,images_tac/image_4342_tac.jpg,"grainy, round, deformable, tough"
images_rgb/image_1970_rgb.jpg,images_tac/image_1970_tac.jpg,"fabric, lined"
images_rgb/image_1843_rgb.jpg,images_tac/image_1843_tac.jpg,"soft, lined, fabric"
images_rgb/image_3299_rgb.jpg,images_tac/image_3299_tac.jpg,"hard, smooth, lined"
images_rgb/image_1836_rgb.jpg,images_tac/image_1836_tac.jpg,"lined, deformable"
images_rgb/image_717_rgb.jpg,images_tac/image_717_tac.jpg,"metallic, wired, tough, shiny"
images_rgb/image_729_rgb.jpg,images_tac/image_729_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_993_rgb.jpg,images_tac/image_993_tac.jpg,"shiny, flat"
images_rgb/image_2507_rgb.jpg,images_tac/image_2507_tac.jpg,"smooth, hard, splotchy, flat"
images_rgb/image_2513_rgb.jpg,images_tac/image_2513_tac.jpg,"soft, fabric"
images_rgb/image_2133_rgb.jpg,images_tac/image_2133_tac.jpg,"soft, woven, fabric, patterned, lined"
images_rgb/image_1057_rgb.jpg,images_tac/image_1057_tac.jpg,"uneven, deformable, wired"
images_rgb/image_4108_rgb.jpg,images_tac/image_4108_tac.jpg,"hard, smooth"
images_rgb/image_3856_rgb.jpg,images_tac/image_3856_tac.jpg,"smooth, deformable"
images_rgb/image_245_rgb.jpg,images_tac/image_245_tac.jpg,"fabric, absorbent, fluffy"
images_rgb/image_2728_rgb.jpg,images_tac/image_2728_tac.jpg,"flat, hard, splotchy"
images_rgb/image_3048_rgb.jpg,images_tac/image_3048_tac.jpg,"elastic, lined, sewn, creased"
images_rgb/image_4084_rgb.jpg,images_tac/image_4084_tac.jpg,"hard, smooth"
images_rgb/image_3518_rgb.jpg,images_tac/image_3518_tac.jpg,"flat, grainy, fabric"
images_rgb/image_2131_rgb.jpg,images_tac/image_2131_tac.jpg,"woven, soft, patterned"
images_rgb/image_3645_rgb.jpg,images_tac/image_3645_tac.jpg,"rubbery, deformable, wired, uneven"
images_rgb/image_2774_rgb.jpg,images_tac/image_2774_tac.jpg,"fabric, deformable, soft"
images_rgb/image_3628_rgb.jpg,images_tac/image_3628_tac.jpg,"flat, vague"
images_rgb/image_900_rgb.jpg,images_tac/image_900_tac.jpg,"rigid, fabric, lined"
images_rgb/image_3384_rgb.jpg,images_tac/image_3384_tac.jpg,"deformable, flat"
images_rgb/image_122_rgb.jpg,images_tac/image_122_tac.jpg,"fabric, lined"
images_rgb/image_2787_rgb.jpg,images_tac/image_2787_tac.jpg,"creased, fabric, smooth"
images_rgb/image_2963_rgb.jpg,images_tac/image_2963_tac.jpg,"elastic, fabric, smooth"
images_rgb/image_4358_rgb.jpg,images_tac/image_4358_tac.jpg,"uneven, lined"
images_rgb/image_415_rgb.jpg,images_tac/image_415_tac.jpg,"flat, level"
images_rgb/image_65_rgb.jpg,images_tac/image_65_tac.jpg,"fabric, fluffy, absorbent"
images_rgb/image_3043_rgb.jpg,images_tac/image_3043_tac.jpg,"deformable, smooth"
images_rgb/image_3307_rgb.jpg,images_tac/image_3307_tac.jpg,"fabric, granular"
images_rgb/image_684_rgb.jpg,images_tac/image_684_tac.jpg,"flat, hard"
images_rgb/image_1381_rgb.jpg,images_tac/image_1381_tac.jpg,"soft, lined, fabric"
images_rgb/image_1063_rgb.jpg,images_tac/image_1063_tac.jpg,"uneven, stringy, patterned"
images_rgb/image_833_rgb.jpg,images_tac/image_833_tac.jpg,"lined, soft, fuzzy, granular"
images_rgb/image_946_rgb.jpg,images_tac/image_946_tac.jpg,"lined, fabric, soft"
images_rgb/image_2468_rgb.jpg,images_tac/image_2468_tac.jpg,"fabric, folded"
images_rgb/image_4104_rgb.jpg,images_tac/image_4104_tac.jpg,"flat, smooth, lined, hard"
images_rgb/image_1924_rgb.jpg,images_tac/image_1924_tac.jpg,"fabric, deformable"
images_rgb/image_2189_rgb.jpg,images_tac/image_2189_tac.jpg,"fabric, woven, patterned"
images_rgb/image_3800_rgb.jpg,images_tac/image_3800_tac.jpg,"flat, smooth, fabric"
images_rgb/image_1778_rgb.jpg,images_tac/image_1778_tac.jpg,"granular, stiff"
images_rgb/image_3719_rgb.jpg,images_tac/image_3719_tac.jpg,"fabric, grooved, lined"
images_rgb/image_3899_rgb.jpg,images_tac/image_3899_tac.jpg,"fabric, woven"
images_rgb/image_1730_rgb.jpg,images_tac/image_1730_tac.jpg,"lined, fabric"
images_rgb/image_3583_rgb.jpg,images_tac/image_3583_tac.jpg,"rubbery, wired, deformable"
images_rgb/image_1631_rgb.jpg,images_tac/image_1631_tac.jpg,"woven, lined, patterned, grainy"
images_rgb/image_1195_rgb.jpg,images_tac/image_1195_tac.jpg,"metallic, hard"
images_rgb/image_2935_rgb.jpg,images_tac/image_2935_tac.jpg,"fabric, blurry, soft"
images_rgb/image_4441_rgb.jpg,images_tac/image_4441_tac.jpg,"soft, lined, fabric"
images_rgb/image_1005_rgb.jpg,images_tac/image_1005_tac.jpg,"splotchy, flat"
images_rgb/image_99_rgb.jpg,images_tac/image_99_tac.jpg,"fabric, coarse, patterned"
images_rgb/image_3551_rgb.jpg,images_tac/image_3551_tac.jpg,"uneven, smooth"
images_rgb/image_3993_rgb.jpg,images_tac/image_3993_tac.jpg,"fabric, smooth"
images_rgb/image_2506_rgb.jpg,images_tac/image_2506_tac.jpg,"woven, rubbery, glossy"
images_rgb/image_4219_rgb.jpg,images_tac/image_4219_tac.jpg,"wooden, lined, flat, smooth"
images_rgb/image_1374_rgb.jpg,images_tac/image_1374_tac.jpg,"soft, lined, fabric"
images_rgb/image_231_rgb.jpg,images_tac/image_231_tac.jpg,"fabric, flat"
images_rgb/image_1341_rgb.jpg,images_tac/image_1341_tac.jpg,"spongy, coarse"
images_rgb/image_1611_rgb.jpg,images_tac/image_1611_tac.jpg,"uneven, patterned"
images_rgb/image_157_rgb.jpg,images_tac/image_157_tac.jpg,"hard, splotchy, flat, smooth"
images_rgb/image_1732_rgb.jpg,images_tac/image_1732_tac.jpg,"lined, creased"
images_rgb/image_3663_rgb.jpg,images_tac/image_3663_tac.jpg,"soft, fabric"
images_rgb/image_4233_rgb.jpg,images_tac/image_4233_tac.jpg,"soft, lined, fabric"
images_rgb/image_3768_rgb.jpg,images_tac/image_3768_tac.jpg,"soft, fabric, plastic, uneven"
images_rgb/image_2184_rgb.jpg,images_tac/image_2184_tac.jpg,"woven, deformable"
images_rgb/image_586_rgb.jpg,images_tac/image_586_tac.jpg,"hard, splotchy, glossy"
images_rgb/image_4183_rgb.jpg,images_tac/image_4183_tac.jpg,"hard, flat, smooth, lined"
images_rgb/image_1738_rgb.jpg,images_tac/image_1738_tac.jpg,"lined, deformable"
