url,tactile,caption,index
images_rgb/image_1738_rgb.jpg,images_tac/image_1738_tac.jpg,"lined, deformable",1738
images_rgb/image_2140_rgb.jpg,images_tac/image_2140_tac.jpg,"lined, patterned, soft, fabric, woven",2140
images_rgb/image_3927_rgb.jpg,images_tac/image_3927_tac.jpg,"grainy, deformable",3927
images_rgb/image_2709_rgb.jpg,images_tac/image_2709_tac.jpg,"sewn, smooth, fabric, patterned",2709
images_rgb/image_830_rgb.jpg,images_tac/image_830_tac.jpg,"lined, deformable",830
images_rgb/image_2642_rgb.jpg,images_tac/image_2642_tac.jpg,"soft, fabric, lined",2642
images_rgb/image_1331_rgb.jpg,images_tac/image_1331_tac.jpg,"soft, lined, fabric",1331
images_rgb/image_1520_rgb.jpg,images_tac/image_1520_tac.jpg,"hard, plastic, uneven, smooth",1520
images_rgb/image_2977_rgb.jpg,images_tac/image_2977_tac.jpg,"fabric, smooth",2977
images_rgb/image_1402_rgb.jpg,images_tac/image_1402_tac.jpg,"deformable, fabric",1402
images_rgb/image_2883_rgb.jpg,images_tac/image_2883_tac.jpg,"lined, deformable",2883
images_rgb/image_4497_rgb.jpg,images_tac/image_4497_tac.jpg,"round, rubbery, lettered, smooth",4497
images_rgb/image_4285_rgb.jpg,images_tac/image_4285_tac.jpg,"level, opaque",4285
images_rgb/image_1043_rgb.jpg,images_tac/image_1043_tac.jpg,"hard, flat, splotchy, smooth",1043
images_rgb/image_2874_rgb.jpg,images_tac/image_2874_tac.jpg,"creased, lined, grainy, fabric, smooth",2874
images_rgb/image_2699_rgb.jpg,images_tac/image_2699_tac.jpg,"soft, lined, fabric",2699
images_rgb/image_4157_rgb.jpg,images_tac/image_4157_tac.jpg,"grainy, spongy, soft",4157
images_rgb/image_2556_rgb.jpg,images_tac/image_2556_tac.jpg,"soft, grainy, fabric",2556
images_rgb/image_1029_rgb.jpg,images_tac/image_1029_tac.jpg,"woven, glossy",1029
images_rgb/image_2863_rgb.jpg,images_tac/image_2863_tac.jpg,"fabric, granular, deformable",2863
images_rgb/image_742_rgb.jpg,images_tac/image_742_tac.jpg,"plastic, hard, tough, uneven",742
images_rgb/image_4496_rgb.jpg,images_tac/image_4496_tac.jpg,"lettered, glossy, plastic, round",4496
images_rgb/image_1890_rgb.jpg,images_tac/image_1890_tac.jpg,"layered, deformable, smooth",1890
images_rgb/image_1759_rgb.jpg,images_tac/image_1759_tac.jpg,"lined, sewn, fabric",1759
images_rgb/image_536_rgb.jpg,images_tac/image_536_tac.jpg,"soft, lined, fabric",536
images_rgb/image_2846_rgb.jpg,images_tac/image_2846_tac.jpg,"soft, lined, fabric",2846
images_rgb/image_2666_rgb.jpg,images_tac/image_2666_tac.jpg,"fabric, blurry",2666
images_rgb/image_2452_rgb.jpg,images_tac/image_2452_tac.jpg,"lined, deformable, fabric",2452
images_rgb/image_1725_rgb.jpg,images_tac/image_1725_tac.jpg,"coarse, fabric",1725
images_rgb/image_2396_rgb.jpg,images_tac/image_2396_tac.jpg,"smooth, dark",2396
images_rgb/image_788_rgb.jpg,images_tac/image_788_tac.jpg,"wooden, smooth",788
images_rgb/image_2648_rgb.jpg,images_tac/image_2648_tac.jpg,"grooved, rigid",2648
images_rgb/image_2017_rgb.jpg,images_tac/image_2017_tac.jpg,"soft, fabric",2017
images_rgb/image_2661_rgb.jpg,images_tac/image_2661_tac.jpg,"lined, fabric",2661
images_rgb/image_123_rgb.jpg,images_tac/image_123_tac.jpg,"fabric, coarse, absorbent",123
images_rgb/image_3745_rgb.jpg,images_tac/image_3745_tac.jpg,"lined, grooved",3745
images_rgb/image_4166_rgb.jpg,images_tac/image_4166_tac.jpg,"lined, coarse, flat",4166
images_rgb/image_4473_rgb.jpg,images_tac/image_4473_tac.jpg,"lined, elastic, woven, sewn",4473
images_rgb/image_4052_rgb.jpg,images_tac/image_4052_tac.jpg,"fabric, smooth",4052
images_rgb/image_995_rgb.jpg,images_tac/image_995_tac.jpg,"hard, splotchy, glossy",995
images_rgb/image_2186_rgb.jpg,images_tac/image_2186_tac.jpg,"woven, lined, patterned",2186
images_rgb/image_4523_rgb.jpg,images_tac/image_4523_tac.jpg,"flat, lined",4523
images_rgb/image_238_rgb.jpg,images_tac/image_238_tac.jpg,"fuzzy, soft",238
images_rgb/image_4244_rgb.jpg,images_tac/image_4244_tac.jpg,"flat, hard, smooth, lined",4244
images_rgb/image_2893_rgb.jpg,images_tac/image_2893_tac.jpg,"deformable, fabric",2893
images_rgb/image_1361_rgb.jpg,images_tac/image_1361_tac.jpg,"sewn, lined, elastic",1361
images_rgb/image_3559_rgb.jpg,images_tac/image_3559_tac.jpg,"elastic, smooth, fabric",3559
images_rgb/image_2936_rgb.jpg,images_tac/image_2936_tac.jpg,"soft, fabric",2936
images_rgb/image_2761_rgb.jpg,images_tac/image_2761_tac.jpg,"lined, deformable",2761
images_rgb/image_373_rgb.jpg,images_tac/image_373_tac.jpg,"soft, fabric",373
images_rgb/image_4307_rgb.jpg,images_tac/image_4307_tac.jpg,"fabric, uneven, soft",4307
images_rgb/image_3481_rgb.jpg,images_tac/image_3481_tac.jpg,"soft, fabric",3481
images_rgb/image_3510_rgb.jpg,images_tac/image_3510_tac.jpg,"grainy, woven",3510
images_rgb/image_3689_rgb.jpg,images_tac/image_3689_tac.jpg,"woven, flash",3689
images_rgb/image_1240_rgb.jpg,images_tac/image_1240_tac.jpg,"hard, splotchy, glossy",1240
images_rgb/image_1875_rgb.jpg,images_tac/image_1875_tac.jpg,"lined, fabric, soft",1875
images_rgb/image_4142_rgb.jpg,images_tac/image_4142_tac.jpg,"grainy, deformable",4142
images_rgb/image_298_rgb.jpg,images_tac/image_298_tac.jpg,"fuzzy, soft",298
images_rgb/image_2272_rgb.jpg,images_tac/image_2272_tac.jpg,"lined, fabric, soft, patterned, woven",2272
images_rgb/image_177_rgb.jpg,images_tac/image_177_tac.jpg,"fabric, fluffy, absorbent",177
images_rgb/image_2650_rgb.jpg,images_tac/image_2650_tac.jpg,"fabric, granular",2650
images_rgb/image_3451_rgb.jpg,images_tac/image_3451_tac.jpg,"smooth, stiff",3451
images_rgb/image_2745_rgb.jpg,images_tac/image_2745_tac.jpg,"lined, fabric, sewn",2745
images_rgb/image_4465_rgb.jpg,images_tac/image_4465_tac.jpg,"smooth, stiff, uneven",4465
images_rgb/image_3502_rgb.jpg,images_tac/image_3502_tac.jpg,"deformable, fabric",3502
images_rgb/image_4139_rgb.jpg,images_tac/image_4139_tac.jpg,"lined, deformable",4139
images_rgb/image_647_rgb.jpg,images_tac/image_647_tac.jpg,"hard, flat",647
images_rgb/image_1813_rgb.jpg,images_tac/image_1813_tac.jpg,"lined, grainy, fabric, sewn",1813
images_rgb/image_419_rgb.jpg,images_tac/image_419_tac.jpg,"fabric, coarse, uneven",419
images_rgb/image_588_rgb.jpg,images_tac/image_588_tac.jpg,"flat, hard, indented",588
images_rgb/image_2334_rgb.jpg,images_tac/image_2334_tac.jpg,"hard, splotchy, glossy",2334
images_rgb/image_718_rgb.jpg,images_tac/image_718_tac.jpg,"flat, lined",718
images_rgb/image_4539_rgb.jpg,images_tac/image_4539_tac.jpg,"rubbery, deformable, wired, uneven",4539
images_rgb/image_1805_rgb.jpg,images_tac/image_1805_tac.jpg,"hard, patterned",1805
images_rgb/image_3954_rgb.jpg,images_tac/image_3954_tac.jpg,"fabric, deformable",3954
images_rgb/image_2517_rgb.jpg,images_tac/image_2517_tac.jpg,"smooth, fabric",2517
images_rgb/image_163_rgb.jpg,images_tac/image_163_tac.jpg,"lined, deformable, fabric",163
images_rgb/image_2834_rgb.jpg,images_tac/image_2834_tac.jpg,"soft, fabric",2834
images_rgb/image_1365_rgb.jpg,images_tac/image_1365_tac.jpg,"soft, lined, fabric",1365
images_rgb/image_89_rgb.jpg,images_tac/image_89_tac.jpg,"fabric, lined",89
images_rgb/image_487_rgb.jpg,images_tac/image_487_tac.jpg,"hard, flat, patterned",487
images_rgb/image_383_rgb.jpg,images_tac/image_383_tac.jpg,"flat, smooth, fabric",383
images_rgb/image_113_rgb.jpg,images_tac/image_113_tac.jpg,"hard, flat, smooth, splotchy",113
images_rgb/image_1997_rgb.jpg,images_tac/image_1997_tac.jpg,"sewn, lined, grainy, fabric",1997
images_rgb/image_2332_rgb.jpg,images_tac/image_2332_tac.jpg,"lined, deformable",2332
images_rgb/image_4232_rgb.jpg,images_tac/image_4232_tac.jpg,"lined, fabric, smooth",4232
images_rgb/image_3161_rgb.jpg,images_tac/image_3161_tac.jpg,"soft, grainy, fabric, patterned",3161
images_rgb/image_1480_rgb.jpg,images_tac/image_1480_tac.jpg,"flat, hard, patterned",1480
images_rgb/image_2347_rgb.jpg,images_tac/image_2347_tac.jpg,"lined, fabric, smooth",2347
images_rgb/image_2537_rgb.jpg,images_tac/image_2537_tac.jpg,"flat, patterned, dark",2537
images_rgb/image_4026_rgb.jpg,images_tac/image_4026_tac.jpg,"granular, wrinkled, soft, flimsy",4026
images_rgb/image_673_rgb.jpg,images_tac/image_673_tac.jpg,"hard, flat, smooth, plastic",673
images_rgb/image_3590_rgb.jpg,images_tac/image_3590_tac.jpg,"lined, flat",3590
images_rgb/image_4426_rgb.jpg,images_tac/image_4426_tac.jpg,"woven, glossy, rubbery, round",4426
images_rgb/image_836_rgb.jpg,images_tac/image_836_tac.jpg,"hard, splotchy, glossy",836
images_rgb/image_4240_rgb.jpg,images_tac/image_4240_tac.jpg,"hard, lined",4240
images_rgb/image_2747_rgb.jpg,images_tac/image_2747_tac.jpg,"lined, fabric",2747
images_rgb/image_3361_rgb.jpg,images_tac/image_3361_tac.jpg,"grainy, deformable",3361
images_rgb/image_2594_rgb.jpg,images_tac/image_2594_tac.jpg,"hard, splotchy, glossy",2594
images_rgb/image_2972_rgb.jpg,images_tac/image_2972_tac.jpg,"soft, fabric",2972
images_rgb/image_3756_rgb.jpg,images_tac/image_3756_tac.jpg,"hard, smooth",3756
images_rgb/image_468_rgb.jpg,images_tac/image_468_tac.jpg,"hard, splotchy, glossy",468
images_rgb/image_1113_rgb.jpg,images_tac/image_1113_tac.jpg,"rigid, patterned",1113
images_rgb/image_62_rgb.jpg,images_tac/image_62_tac.jpg,"lined, fabric",62
images_rgb/image_1810_rgb.jpg,images_tac/image_1810_tac.jpg,"fabric, lined",1810
images_rgb/image_1709_rgb.jpg,images_tac/image_1709_tac.jpg,"soft, fabric, lined",1709
images_rgb/image_160_rgb.jpg,images_tac/image_160_tac.jpg,"lined, fuzzy, soft",160
images_rgb/image_4375_rgb.jpg,images_tac/image_4375_tac.jpg,"rubbery, deformable, wired",4375
images_rgb/image_1186_rgb.jpg,images_tac/image_1186_tac.jpg,"soft, fabric",1186
images_rgb/image_2075_rgb.jpg,images_tac/image_2075_tac.jpg,"soft, lined, fabric, patterned",2075
images_rgb/image_1777_rgb.jpg,images_tac/image_1777_tac.jpg,"lined, grainy, fabric, flat",1777
images_rgb/image_667_rgb.jpg,images_tac/image_667_tac.jpg,"glossy, splotchy, hard",667
images_rgb/image_1180_rgb.jpg,images_tac/image_1180_tac.jpg,"shiny, flat",1180
images_rgb/image_1693_rgb.jpg,images_tac/image_1693_tac.jpg,"lined, fabric",1693
images_rgb/image_1212_rgb.jpg,images_tac/image_1212_tac.jpg,"grainy, soft",1212
images_rgb/image_3714_rgb.jpg,images_tac/image_3714_tac.jpg,"lined, deformable",3714
images_rgb/image_2078_rgb.jpg,images_tac/image_2078_tac.jpg,"woven, lined",2078
images_rgb/image_1394_rgb.jpg,images_tac/image_1394_tac.jpg,"lined, grainy, fabric",1394
images_rgb/image_562_rgb.jpg,images_tac/image_562_tac.jpg,"hard, splotchy, glossy",562
images_rgb/image_2776_rgb.jpg,images_tac/image_2776_tac.jpg,"soft, lined, fabric",2776
images_rgb/image_3055_rgb.jpg,images_tac/image_3055_tac.jpg,"lined, fabric, soft",3055
images_rgb/image_3662_rgb.jpg,images_tac/image_3662_tac.jpg,"soft, fabric, grainy",3662
images_rgb/image_1691_rgb.jpg,images_tac/image_1691_tac.jpg,"lined, grainy, fabric",1691
images_rgb/image_732_rgb.jpg,images_tac/image_732_tac.jpg,"flat, patterned",732
images_rgb/image_4050_rgb.jpg,images_tac/image_4050_tac.jpg,"grainy, deformable",4050
images_rgb/image_2724_rgb.jpg,images_tac/image_2724_tac.jpg,"deformable, fuzzy",2724
images_rgb/image_614_rgb.jpg,images_tac/image_614_tac.jpg,"hard, splotchy, glossy",614
images_rgb/image_2514_rgb.jpg,images_tac/image_2514_tac.jpg,"laced, fabric",2514
images_rgb/image_2922_rgb.jpg,images_tac/image_2922_tac.jpg,"flat, smooth, fabric",2922
images_rgb/image_3002_rgb.jpg,images_tac/image_3002_tac.jpg,"granular, fabric",3002
images_rgb/image_1131_rgb.jpg,images_tac/image_1131_tac.jpg,"lined, flat",1131
images_rgb/image_4482_rgb.jpg,images_tac/image_4482_tac.jpg,"patterned, wired, deformable",4482
images_rgb/image_252_rgb.jpg,images_tac/image_252_tac.jpg,"creased, smooth, fabric",252
images_rgb/image_1250_rgb.jpg,images_tac/image_1250_tac.jpg,"soft, fabric",1250
images_rgb/image_2934_rgb.jpg,images_tac/image_2934_tac.jpg,"fabric, wrinkly",2934
images_rgb/image_2416_rgb.jpg,images_tac/image_2416_tac.jpg,"lined, flat",2416
images_rgb/image_3229_rgb.jpg,images_tac/image_3229_tac.jpg,"soft, grainy, fabric",3229
images_rgb/image_3637_rgb.jpg,images_tac/image_3637_tac.jpg,"soft, fabric, patterned",3637
images_rgb/image_2902_rgb.jpg,images_tac/image_2902_tac.jpg,"folded, fabric",2902
images_rgb/image_3173_rgb.jpg,images_tac/image_3173_tac.jpg,"grooved, fabric, lined",3173
images_rgb/image_1825_rgb.jpg,images_tac/image_1825_tac.jpg,"flat, hard, smooth, splotchy",1825
images_rgb/image_3431_rgb.jpg,images_tac/image_3431_tac.jpg,"smooth, fabric",3431
images_rgb/image_3311_rgb.jpg,images_tac/image_3311_tac.jpg,"grainy, fabric, lined",3311
images_rgb/image_484_rgb.jpg,images_tac/image_484_tac.jpg,"hard, splotchy, glossy",484
images_rgb/image_285_rgb.jpg,images_tac/image_285_tac.jpg,"soft, lined, fabric",285
images_rgb/image_4414_rgb.jpg,images_tac/image_4414_tac.jpg,"soft, lined, fabric",4414
images_rgb/image_935_rgb.jpg,images_tac/image_935_tac.jpg,"soft, patterned, fabric",935
images_rgb/image_171_rgb.jpg,images_tac/image_171_tac.jpg,"lined, flat, fuzzy",171
images_rgb/image_1327_rgb.jpg,images_tac/image_1327_tac.jpg,"fibrous, porous",1327
images_rgb/image_3785_rgb.jpg,images_tac/image_3785_tac.jpg,"smooth, fabric",3785
images_rgb/image_4518_rgb.jpg,images_tac/image_4518_tac.jpg,"woven, rough",4518
images_rgb/image_831_rgb.jpg,images_tac/image_831_tac.jpg,"soft, fabric, deformable",831
images_rgb/image_2013_rgb.jpg,images_tac/image_2013_tac.jpg,"lined, grainy, sewn, fabric",2013
images_rgb/image_973_rgb.jpg,images_tac/image_973_tac.jpg,"fabric, coarse",973
images_rgb/image_2872_rgb.jpg,images_tac/image_2872_tac.jpg,"fabric, grainy",2872
images_rgb/image_2477_rgb.jpg,images_tac/image_2477_tac.jpg,"woven, glossy, rubbery",2477
images_rgb/image_3710_rgb.jpg,images_tac/image_3710_tac.jpg,"thin, wrinkly, glossy",3710
images_rgb/image_1156_rgb.jpg,images_tac/image_1156_tac.jpg,"grooved, fabric",1156
images_rgb/image_625_rgb.jpg,images_tac/image_625_tac.jpg,"deformable, fabric",625
images_rgb/image_705_rgb.jpg,images_tac/image_705_tac.jpg,"hard, rigid",705
images_rgb/image_677_rgb.jpg,images_tac/image_677_tac.jpg,"hard, plastic, uneven",677
images_rgb/image_2043_rgb.jpg,images_tac/image_2043_tac.jpg,"grainy, fabric",2043
images_rgb/image_3409_rgb.jpg,images_tac/image_3409_tac.jpg,"deformable, fabric",3409
images_rgb/image_2495_rgb.jpg,images_tac/image_2495_tac.jpg,"woven, rigid",2495
images_rgb/image_1234_rgb.jpg,images_tac/image_1234_tac.jpg,"flat, hard",1234
images_rgb/image_2775_rgb.jpg,images_tac/image_2775_tac.jpg,"fabric, lined",2775
images_rgb/image_2637_rgb.jpg,images_tac/image_2637_tac.jpg,"deformable, fabric, uneven",2637
images_rgb/image_3349_rgb.jpg,images_tac/image_3349_tac.jpg,"hard, smooth, lined",3349
images_rgb/image_2069_rgb.jpg,images_tac/image_2069_tac.jpg,"lined, woven",2069
images_rgb/image_641_rgb.jpg,images_tac/image_641_tac.jpg,"hard, glossy, splotchy",641
images_rgb/image_4458_rgb.jpg,images_tac/image_4458_tac.jpg,"hard, smooth",4458
images_rgb/image_610_rgb.jpg,images_tac/image_610_tac.jpg,"flat, hard, wooden, smooth",610
images_rgb/image_3807_rgb.jpg,images_tac/image_3807_tac.jpg,"woven, coarse, lined",3807
images_rgb/image_1659_rgb.jpg,images_tac/image_1659_tac.jpg,"woven, fabric, lined",1659
images_rgb/image_4300_rgb.jpg,images_tac/image_4300_tac.jpg,"woven, flexible",4300
images_rgb/image_2582_rgb.jpg,images_tac/image_2582_tac.jpg,"shiny, woven",2582
images_rgb/image_3232_rgb.jpg,images_tac/image_3232_tac.jpg,"deformable, fuzzy",3232
images_rgb/image_4129_rgb.jpg,images_tac/image_4129_tac.jpg,"deformable, elastic",4129
images_rgb/image_1153_rgb.jpg,images_tac/image_1153_tac.jpg,"deformable, grainy",1153
images_rgb/image_620_rgb.jpg,images_tac/image_620_tac.jpg,"patterned, rigid, hard",620
images_rgb/image_804_rgb.jpg,images_tac/image_804_tac.jpg,"hard, smooth, flat, splotchy",804
images_rgb/image_3225_rgb.jpg,images_tac/image_3225_tac.jpg,"lined, grainy, flat, fabric",3225
images_rgb/image_2143_rgb.jpg,images_tac/image_2143_tac.jpg,"woven, patterned, bumpy",2143
images_rgb/image_3681_rgb.jpg,images_tac/image_3681_tac.jpg,"grainy, deformable",3681
images_rgb/image_2727_rgb.jpg,images_tac/image_2727_tac.jpg,"hard, flat, splotchy, smooth",2727
images_rgb/image_3610_rgb.jpg,images_tac/image_3610_tac.jpg,"lined, fabric, soft",3610
images_rgb/image_3279_rgb.jpg,images_tac/image_3279_tac.jpg,"lined, grainy, flat, fabric",3279
images_rgb/image_1489_rgb.jpg,images_tac/image_1489_tac.jpg,"hard, patterned",1489
images_rgb/image_895_rgb.jpg,images_tac/image_895_tac.jpg,"fabric, metallic, grooved",895
images_rgb/image_4452_rgb.jpg,images_tac/image_4452_tac.jpg,"woven, thick",4452
images_rgb/image_540_rgb.jpg,images_tac/image_540_tac.jpg,"creased, lined, smooth, fabric",540
images_rgb/image_2380_rgb.jpg,images_tac/image_2380_tac.jpg,"lined, grainy, fabric, sewn",2380
images_rgb/image_138_rgb.jpg,images_tac/image_138_tac.jpg,"soft, lined, fabric, patterned",138
images_rgb/image_713_rgb.jpg,images_tac/image_713_tac.jpg,"hard, flat, splotchy, smooth",713
images_rgb/image_752_rgb.jpg,images_tac/image_752_tac.jpg,"hard, splotchy, glossy",752
images_rgb/image_4286_rgb.jpg,images_tac/image_4286_tac.jpg,"glossy, rubbery, flexible, round, woven",4286
images_rgb/image_3385_rgb.jpg,images_tac/image_3385_tac.jpg,"deformable, fabric",3385
images_rgb/image_2615_rgb.jpg,images_tac/image_2615_tac.jpg,"tough, uneven, rigid, firm",2615
images_rgb/image_1255_rgb.jpg,images_tac/image_1255_tac.jpg,"glossy, smooth, plastic",1255
images_rgb/image_22_rgb.jpg,images_tac/image_22_tac.jpg,"soft, fabric, grainy",22
images_rgb/image_4280_rgb.jpg,images_tac/image_4280_tac.jpg,"lined, flat",4280
images_rgb/image_2494_rgb.jpg,images_tac/image_2494_tac.jpg,"rigid, woven, thin, patterned",2494
images_rgb/image_360_rgb.jpg,images_tac/image_360_tac.jpg,"fabric, fluffy, absorbent",360
images_rgb/image_4489_rgb.jpg,images_tac/image_4489_tac.jpg,"thick, glossy",4489
images_rgb/image_4273_rgb.jpg,images_tac/image_4273_tac.jpg,"deformable, glossy",4273
images_rgb/image_2351_rgb.jpg,images_tac/image_2351_tac.jpg,"lined, fabric",2351
images_rgb/image_2135_rgb.jpg,images_tac/image_2135_tac.jpg,"woven, lined, deformable",2135
images_rgb/image_2110_rgb.jpg,images_tac/image_2110_tac.jpg,"lined, woven, grainy",2110
images_rgb/image_3308_rgb.jpg,images_tac/image_3308_tac.jpg,"lined, fabric",3308
images_rgb/image_1977_rgb.jpg,images_tac/image_1977_tac.jpg,"soft, lined, fabric",1977
images_rgb/image_4480_rgb.jpg,images_tac/image_4480_tac.jpg,"uneven, smooth, rigid",4480
images_rgb/image_579_rgb.jpg,images_tac/image_579_tac.jpg,"metallic, hard, rigid",579
images_rgb/image_1027_rgb.jpg,images_tac/image_1027_tac.jpg,"thick, glossy, hard",1027
images_rgb/image_4299_rgb.jpg,images_tac/image_4299_tac.jpg,"stiff, smooth, uneven",4299
images_rgb/image_1265_rgb.jpg,images_tac/image_1265_tac.jpg,"rigid, thick, uneven",1265
images_rgb/image_3124_rgb.jpg,images_tac/image_3124_tac.jpg,"soft, grainy, fabric, patterned",3124
images_rgb/image_3643_rgb.jpg,images_tac/image_3643_tac.jpg,"woven, shiny",3643
images_rgb/image_4193_rgb.jpg,images_tac/image_4193_tac.jpg,"woven, glossy, flexible, round, rubbery",4193
images_rgb/image_2758_rgb.jpg,images_tac/image_2758_tac.jpg,"soft, fabric",2758
images_rgb/image_4017_rgb.jpg,images_tac/image_4017_tac.jpg,"grainy, fabric, sewn",4017
images_rgb/image_3221_rgb.jpg,images_tac/image_3221_tac.jpg,"soft, grainy, patterned, fabric",3221
images_rgb/image_1599_rgb.jpg,images_tac/image_1599_tac.jpg,"soft, fabric, lined, woven, patterned",1599
images_rgb/image_463_rgb.jpg,images_tac/image_463_tac.jpg,"patterned, fabric, grainy",463
images_rgb/image_64_rgb.jpg,images_tac/image_64_tac.jpg,"fabric, grainy",64
images_rgb/image_1981_rgb.jpg,images_tac/image_1981_tac.jpg,"patterned, hard",1981
images_rgb/image_3482_rgb.jpg,images_tac/image_3482_tac.jpg,"smooth, dark",3482
images_rgb/image_3887_rgb.jpg,images_tac/image_3887_tac.jpg,"woven, flexible, round",3887
images_rgb/image_3592_rgb.jpg,images_tac/image_3592_tac.jpg,"tough, rubbery",3592
images_rgb/image_4479_rgb.jpg,images_tac/image_4479_tac.jpg,"lined, flat",4479
images_rgb/image_3184_rgb.jpg,images_tac/image_3184_tac.jpg,"grainy, soft, fabric, patterned",3184
images_rgb/image_4576_rgb.jpg,images_tac/image_4576_tac.jpg,"uneven, hard",4576
images_rgb/image_2374_rgb.jpg,images_tac/image_2374_tac.jpg,"lined, grainy, flat, fabric",2374
images_rgb/image_3775_rgb.jpg,images_tac/image_3775_tac.jpg,"lined, grainy, fabric",3775
images_rgb/image_1869_rgb.jpg,images_tac/image_1869_tac.jpg,"lined, grainy, sewn, fabric, flat",1869
images_rgb/image_3492_rgb.jpg,images_tac/image_3492_tac.jpg,"smooth, dark",3492
images_rgb/image_4478_rgb.jpg,images_tac/image_4478_tac.jpg,"shiny, flexible",4478
images_rgb/image_411_rgb.jpg,images_tac/image_411_tac.jpg,"flat, patterned, hard",411
images_rgb/image_1835_rgb.jpg,images_tac/image_1835_tac.jpg,"flat, hard, smooth, splotchy",1835
images_rgb/image_1302_rgb.jpg,images_tac/image_1302_tac.jpg,"woven, sewn, lined, soft",1302
images_rgb/image_2799_rgb.jpg,images_tac/image_2799_tac.jpg,"fabric, soft, wrinkly",2799
images_rgb/image_3930_rgb.jpg,images_tac/image_3930_tac.jpg,"soft, grainy, patterned, fabric",3930
images_rgb/image_566_rgb.jpg,images_tac/image_566_tac.jpg,"creased, fabric, smooth",566
images_rgb/image_1295_rgb.jpg,images_tac/image_1295_tac.jpg,"indented, flat, hard",1295
images_rgb/image_4295_rgb.jpg,images_tac/image_4295_tac.jpg,"lined, flat",4295
images_rgb/image_1272_rgb.jpg,images_tac/image_1272_tac.jpg,"metallic, lined, patterned, hard, straight",1272
images_rgb/image_1846_rgb.jpg,images_tac/image_1846_tac.jpg,"hard, flat, splotchy, smooth",1846
images_rgb/image_1973_rgb.jpg,images_tac/image_1973_tac.jpg,"lined, sewn, grainy, fabric",1973
images_rgb/image_2029_rgb.jpg,images_tac/image_2029_tac.jpg,"soft, fabric",2029
images_rgb/image_2149_rgb.jpg,images_tac/image_2149_tac.jpg,"hard, splotchy, glossy",2149
images_rgb/image_2663_rgb.jpg,images_tac/image_2663_tac.jpg,"lace, deformable",2663
images_rgb/image_3448_rgb.jpg,images_tac/image_3448_tac.jpg,"fabric, smooth, blurry",3448
images_rgb/image_526_rgb.jpg,images_tac/image_526_tac.jpg,"splotchy, hard, glossy",526
images_rgb/image_3625_rgb.jpg,images_tac/image_3625_tac.jpg,"metallic, hard",3625
images_rgb/image_2349_rgb.jpg,images_tac/image_2349_tac.jpg,"lined, deformable",2349
images_rgb/image_1199_rgb.jpg,images_tac/image_1199_tac.jpg,"flat, grainy",1199
images_rgb/image_2292_rgb.jpg,images_tac/image_2292_tac.jpg,"sewn, fabric, lined, grainy",2292
images_rgb/image_206_rgb.jpg,images_tac/image_206_tac.jpg,"fuzzy, soft",206
images_rgb/image_2404_rgb.jpg,images_tac/image_2404_tac.jpg,"lined, grainy, fabric, flat",2404
images_rgb/image_2869_rgb.jpg,images_tac/image_2869_tac.jpg,"smooth, lined, fabric",2869
images_rgb/image_1475_rgb.jpg,images_tac/image_1475_tac.jpg,"patterned, metallic, rigid",1475
images_rgb/image_936_rgb.jpg,images_tac/image_936_tac.jpg,"fabric, rough, stiff",936
images_rgb/image_621_rgb.jpg,images_tac/image_621_tac.jpg,"uneven, hard",621
images_rgb/image_1913_rgb.jpg,images_tac/image_1913_tac.jpg,"lined, flat",1913
images_rgb/image_2928_rgb.jpg,images_tac/image_2928_tac.jpg,"lined, hard",2928
images_rgb/image_567_rgb.jpg,images_tac/image_567_tac.jpg,"creased, lined, sewn, fabric, smooth",567
images_rgb/image_1756_rgb.jpg,images_tac/image_1756_tac.jpg,"fabric, sandy",1756
images_rgb/image_482_rgb.jpg,images_tac/image_482_tac.jpg,"deformable, fabric",482
images_rgb/image_1126_rgb.jpg,images_tac/image_1126_tac.jpg,"soft, lined, fabric",1126
images_rgb/image_2120_rgb.jpg,images_tac/image_2120_tac.jpg,"fabric, lined, patterned",2120
images_rgb/image_767_rgb.jpg,images_tac/image_767_tac.jpg,"wooden, uneven",767
images_rgb/image_427_rgb.jpg,images_tac/image_427_tac.jpg,"smooth, patterned, hard",427
images_rgb/image_1733_rgb.jpg,images_tac/image_1733_tac.jpg,"flat, sewn, lined, grainy, fabric",1733
images_rgb/image_1305_rgb.jpg,images_tac/image_1305_tac.jpg,"lined, fabric, soft",1305
images_rgb/image_2522_rgb.jpg,images_tac/image_2522_tac.jpg,"shiny, woven",2522
images_rgb/image_107_rgb.jpg,images_tac/image_107_tac.jpg,"soft, lined, fabric, patterned",107
images_rgb/image_3113_rgb.jpg,images_tac/image_3113_tac.jpg,"hard, smooth",3113
images_rgb/image_4296_rgb.jpg,images_tac/image_4296_tac.jpg,"glossy, rubbery, flexible, round, woven",4296
images_rgb/image_4009_rgb.jpg,images_tac/image_4009_tac.jpg,"fabric, lined, wrinkly",4009
images_rgb/image_3554_rgb.jpg,images_tac/image_3554_tac.jpg,"smooth, creased",3554
images_rgb/image_794_rgb.jpg,images_tac/image_794_tac.jpg,"fuzzy, lined, soft",794
images_rgb/image_2920_rgb.jpg,images_tac/image_2920_tac.jpg,"deformable, fuzzy",2920
images_rgb/image_453_rgb.jpg,images_tac/image_453_tac.jpg,"flat, lined, fabric, sewn",453
