setting,key,desc,image_rel,image_path,tid,intent_qtype,intent_mode,used_intent,pred_intent,gold_intent,intent_correct,answer,reference_labels,label,BLEU4,TokenF1
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"hard, flat, splotchy, grainy",0.040161384364076534,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,property,gold,gold,,,0,"The surface feels soft, fabric, lined, providing a consistent and stable tactile experience.",,"fabric, coarse, sewn",0.05195151087116781,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,comparison,gold,gold,,,0,"The surface feels lined, fabric, soft. It closely matches with the reference tactile cues woven, lined, patterned, indicating a consistent texture.",,"fabric, coarse, sewn",0.030542786342810865,0.09090909090909091
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,judgement,gold,gold,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"fabric, coarse, sewn",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, uneven, coarse",0.05195151087116781,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches the reference tactile cues: fabric, lined.",,"fabric, uneven, coarse",0.044196871634129616,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"fabric, uneven, coarse",0.04776020403411885,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,property,gold,gold,,,0,"The surface feels woven, glossy, providing a consistent and stable tactile experience.",,"woven, thick, deformable",0.05695389012765513,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,comparison,gold,gold,,,0,"The surface feels shiny, woven. It closely matches the reference tactile labels glossy, woven, indicating a similar tactile experience.",,"woven, thick, deformable",0.03404699216018259,0.10526315789473684
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,judgement,gold,gold,,,0,"The sample feels elastic, fabric. These cues may indicate a rubber-like material.",,"woven, thick, deformable",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,property,gold,gold,,,0,"The surface feels lined, fabric, soft, providing a consistent and stable tactile experience.",,"fabric, lined, elastic",0.06178110636313397,0.25
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It best matches with the reference tactile cues: fabric, soft, indicating a fabric-like material.",,"fabric, lined, elastic",0.036321698830878636,0.2
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,judgement,gold,gold,,,0,"The sample feels fabric, elastic. These cues may indicate a rubber-like material.",,"fabric, lined, elastic",0.06178110636313397,0.25
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,property,gold,gold,,,0,"The surface feels shiny, flat, providing a consistent and stable tactile experience.",,"coarse, mesh, deformable",0.04789232204309912,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,comparison,gold,gold,,,0,"The surface feels uneven, patterned, rigid, providing a consistent and stable tactile experience. It closely matches with the ""rigid, patterned"" reference tactile cues.",,"coarse, mesh, deformable",0.023287349035853486,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"coarse, mesh, deformable",0.04368583925857939,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,property,gold,gold,,,0,"The surface feels glossy, plastic, providing a consistent and stable tactile experience.",,"hard, flat, splotchy, smooth",0.04789232204309912,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,comparison,gold,gold,,,0,"The surface feels hard, smooth, splotchy. It closely matches with the reference tactile cues glossy, splotchy, hard, indicating a similar tactile feel.",,"hard, flat, splotchy, smooth",0.038229746997386335,0.27272727272727276
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,judgement,gold,gold,,,0,"The sample feels hard, smooth, plastic. These cues may indicate a plastic-like material.",,"hard, flat, splotchy, smooth",0.0567967744513558,0.23529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, coarse, uneven, fabric",0.06178110636313397,0.23529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches with the tactile reference ""fabric, soft"", indicating a fabric-like feel.",,"lined, coarse, uneven, fabric",0.03404699216018259,0.10526315789473685
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,judgement,gold,gold,,,0,"The material feels soft, fabric. These cues may indicate a fabric-like material.",,"lined, coarse, uneven, fabric",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,property,gold,gold,,,0,"The surface feels round, woven, flexible, providing a consistent and stable tactile experience.",,"woven, deformable, thick",0.05195151087116781,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,comparison,gold,gold,,,0,"The surface feels lined, grainy, fabric. It closely matches with fabric, lined, soft, indicating a consistent and stable tactile experience.",,"woven, deformable, thick",0.027076576267554473,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,judgement,gold,gold,,,0,"The sample feels woven, glossy. These cues may indicate a metal-like material.",,"woven, deformable, thick",0.05195151087116781,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,property,gold,gold,,,0,"The surface feels lined, flat, providing a consistent and stable tactile experience.",,"soft, fabric, deformable",0.04789232204309912,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches with fabric, lined, indicating a consistent tactile pattern.",,"soft, fabric, deformable",0.04573913556123801,0.2222222222222222
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,judgement,gold,gold,,,0,"The surface feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"soft, fabric, deformable",0.0567967744513558,0.25
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,property,gold,gold,,,0,"The surface feels fabric, grainy, providing a consistent and stable tactile experience.",,"grainy, fabric, coarse",0.06772997136689071,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,comparison,gold,gold,,,0,"The surface is fabric, striped. It matches with soft, fabric, patterned more closely than other descriptors.",,"grainy, fabric, coarse",0.04112982349983278,0.1111111111111111
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,judgement,gold,gold,,,0,"The material feels grainy, fabric. It may be fabric, indicating a fabric-like material.",,"grainy, fabric, coarse",0.06754312828675708,0.28571428571428575
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,property,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"glossy, splotchy, hard, flat",0.06837203339116285,0.3529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,comparison,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"glossy, splotchy, hard, flat",0.06837203339116285,0.3529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,judgement,gold,gold,,,0,"The sample feels hard, splotchy, glossy. These cues may indicate a metal-like material.",,"glossy, splotchy, hard, flat",0.06285596338261261,0.3333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,property,gold,gold,,,0,"The surface feels lined, flat, providing a consistent and stable tactile experience.",,"hard, flat, lined",0.06772997136689071,0.26666666666666666
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,comparison,gold,gold,,,0,"The surface feels hard, lined. It best matches with the reference tactile cues: hard, smooth, lined.",,"hard, flat, lined",0.04891187874480726,0.25
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"hard, flat, lined",0.04776020403411885,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,property,gold,gold,,,0,"The surface feels fabric, granular, providing a consistent and stable tactile experience.",,"fabric, coarse, deformable",0.05695389012765513,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It closely matches the tactile labels fabric, lined, indicating a similar touch experience.",,"fabric, coarse, deformable",0.03404699216018259,0.10526315789473684
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,judgement,gold,gold,,,0,"The sample feels fabric, grainy. These cues may indicate a fabric-like material.",,"fabric, coarse, deformable",0.05195151087116781,0.13333333333333333
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,property,gold,gold,,,0,"The surface feels fabric, granular, providing a consistent and stable tactile experience.",,"patterned, grainy, sewn, fabric",0.05695389012765513,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,comparison,gold,gold,,,0,"The surface is lined, grainy, fabric. It closely matches with fabric, granular, indicating a similar tactile feel.",,"patterned, grainy, sewn, fabric",0.04573913556123801,0.2
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,judgement,gold,gold,,,0,"The sample feels sewn, grainy, fabric. These cues may indicate a fabric-like material.",,"patterned, grainy, sewn, fabric",0.06285596338261261,0.3529411764705882
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,property,gold,gold,,,0,"The surface feels plastic, smooth, glossy, providing a consistent and stable tactile experience.",,"hard, uneven, plastic",0.05195151087116781,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,comparison,gold,gold,,,0,"The surface feels glossy, plastic, curved. It closely matches the glossy, plastic, smooth reference tactile traits.",,"hard, uneven, plastic",0.04112982349983278,0.125
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,judgement,gold,gold,,,0,"The sample feels hard, splotchy, glossy. These cues may indicate a metal-like material.",,"hard, uneven, plastic",0.04776020403411885,0.11764705882352941
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,property,gold,gold,,,0,"The surface feels woven, shiny, providing a consistent and stable tactile experience.",,"smooth, lined, flat, hard",0.04789232204309912,0.0
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,comparison,gold,gold,,,0,"The surface feels flat, hard, providing a consistent and stable tactile experience. It closely matches the ""flat, hard"" reference.",,"smooth, lined, flat, hard",0.04814971807094066,0.2
B0__t2t__rgb0__tpl1__imode_gold,B0,baseline,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"smooth, lined, flat, hard",0.05195151087116781,0.125
