setting,key,desc,image_rel,image_path,tid,intent_qtype,intent_mode,used_intent,pred_intent,gold_intent,intent_correct,answer,reference_labels,label,BLEU4,TokenF1
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,property,gold,gold,,,0,"The surface feels plastic, glossy, providing a consistent and stable tactile experience.",,"flat, hard, uneven",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It resembles fabric, soft, lined, diverging from hard, flat, smooth.",,"flat, hard, uneven",0.04891187874480726,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_700_rgb.jpg,data/ssvtp\images_rgb/image_700_rgb.jpg,700,judgement,gold,gold,,,0,"The sample feels hard, splotchy, glossy. These cues may indicate a metal-like material.",,"flat, hard, uneven",0.04776020403411885,0.11764705882352941
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,property,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"hard, flat, splotchy, grainy",0.06178110636313397,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,comparison,gold,gold,,,0,"The surface feels hard, splotchy, glossy. It closely matches with the reference tactile labels glossy, hard, splotchy, indicating a similar touch feel.",,"hard, flat, splotchy, grainy",0.03454447598433575,0.1818181818181818
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"hard, flat, splotchy, grainy",0.040161384364076534,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,property,gold,gold,,,0,"The surface feels fabric, lined, providing a consistent and stable tactile experience.",,"fabric, coarse, sewn",0.05695389012765513,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,comparison,gold,gold,,,0,"The surface feels fabric, lined. It resembles closest to the reference tactile labels: soft, fabric.",,"fabric, coarse, sewn",0.044196871634129616,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,judgement,gold,gold,,,0,"The sample feels lined, fabric, grainy. These cues may indicate a fabric-like material.",,"fabric, coarse, sewn",0.04776020403411885,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, uneven, coarse",0.05195151087116781,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,comparison,gold,gold,,,0,"The surface feels grainy, fabric. It closely matches with fabric, lined, grainy, indicating a high degree of similarity.",,"fabric, uneven, coarse",0.03611971677298602,0.10526315789473684
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"fabric, uneven, coarse",0.04776020403411885,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"woven, thick, deformable",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,comparison,gold,gold,,,0,"The surface is lined, fabric. It resembles closest to the reference tactile labels: woven, lined, fabric, flexible.",,"woven, thick, deformable",0.038461875130248735,0.11764705882352941
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,judgement,gold,gold,,,0,"The sample feels fabric, smooth. These cues may indicate a fabric-like material.",,"woven, thick, deformable",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,property,gold,gold,,,0,"The surface feels lined, grainy, soft, fabric, providing a consistent and stable tactile experience.",,"fabric, lined, elastic",0.0567967744513558,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,comparison,gold,gold,,,0,"The surface is fabric, elastic, lined. It closely matches with soft, fabric, indicating a consistent tactile experience.",,"fabric, lined, elastic",0.05061867434834411,0.3157894736842105
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"fabric, lined, elastic",0.0567967744513558,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,property,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"coarse, mesh, deformable",0.04368583925857939,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,comparison,gold,gold,,,0,"The surface feels shiny, woven. It closely matches the reference tactile cues of metal, glossy, woven, indicating a similar tactile experience.",,"coarse, mesh, deformable",0.025683319547529778,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,judgement,gold,gold,,,0,"The sample feels hard, splotchy, glossy. These cues may indicate a metal-like material.",,"coarse, mesh, deformable",0.040161384364076534,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,property,gold,gold,,,0,"The surface feels smooth, hard, providing a consistent and stable tactile experience.",,"hard, flat, splotchy, smooth",0.06772997136689071,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,comparison,gold,gold,,,0,"The surface feels hard, smooth, plastic. It closely matches the smooth, hard, plastic reference.",,"hard, flat, splotchy, smooth",0.0567967744513558,0.28571428571428575
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,judgement,gold,gold,,,0,"The sample feels smooth, plastic. These cues may indicate a plastic-like material.",,"hard, flat, splotchy, smooth",0.05195151087116781,0.125
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, coarse, uneven, fabric",0.06178110636313397,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,comparison,gold,gold,,,0,"The surface feels soft, fabric. It best matches the reference tactile cues: fabric, lined, indicating a fabric-like material.",,"lined, coarse, uneven, fabric",0.04048892532133102,0.2
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"lined, coarse, uneven, fabric",0.06178110636313397,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,property,gold,gold,,,0,"The surface feels woven, glossy, providing a consistent and stable tactile experience.",,"woven, deformable, thick",0.05695389012765513,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,comparison,gold,gold,,,0,"The surface feels lined, fabric. It best matches with the reference tactile labels fabric, lined, indicating a consistent tactile experience.",,"woven, deformable, thick",0.027076576267554473,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"woven, deformable, thick",0.040161384364076534,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,property,gold,gold,,,0,"The surface feels lined, fabric, providing a consistent and stable tactile experience.",,"soft, fabric, deformable",0.05695389012765513,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,comparison,gold,gold,,,0,"The surface is lined, fabric. It resembles the reference tactile sample fabric, soft, indicating a consistent tactile feel.",,"soft, fabric, deformable",0.0429538241783181,0.2222222222222222
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"soft, fabric, deformable",0.0567967744513558,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,property,gold,gold,,,0,"The surface feels lined, grainy, fabric, providing a consistent and stable tactile experience.",,"grainy, fabric, coarse",0.0734705312597788,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,comparison,gold,gold,,,0,"The surface is fabric, lined. It resembles closest to the reference tactile labels.",,"grainy, fabric, coarse",0.05195151087116781,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,judgement,gold,gold,,,0,"The sample feels soft, grainy, fabric. These cues may indicate a fabric-like material.",,"grainy, fabric, coarse",0.06754312828675708,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,property,gold,gold,,,0,"The surface feels hard, splotchy, smooth, providing a consistent and stable tactile experience.",,"glossy, splotchy, hard, flat",0.06178110636313397,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,comparison,gold,gold,,,0,"The surface feels hard, splotchy, glossy. It closely matches with the reference tactile labels, diverging from soft, fabric.",,"glossy, splotchy, hard, flat",0.04753622060013115,0.2857142857142857
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,judgement,gold,gold,,,0,"The sample feels hard, splotchy, glossy. These cues may indicate a metal-like material.",,"glossy, splotchy, hard, flat",0.06285596338261261,0.3333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,property,gold,gold,,,0,"The surface feels soft, grainy, fabric, patterned, providing a consistent and stable tactile experience.",,"hard, flat, lined",0.040161384364076534,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,comparison,gold,gold,,,0,"The surface feels lined, flat. It closely matches the qualities of fabric, soft, providing a consistent tactile experience.",,"hard, flat, lined",0.0429538241783181,0.2
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,judgement,gold,gold,,,0,"The sample feels hard, lined. These cues may indicate a wood-like material.",,"hard, flat, lined",0.06178110636313397,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,property,gold,gold,,,0,"The surface feels grainy, fabric, providing a consistent and stable tactile experience.",,"fabric, coarse, deformable",0.05695389012765513,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,comparison,gold,gold,,,0,"The surface feels dark, grainy, fabric. It resembles fabric, grainy more than the other samples.",,"fabric, coarse, deformable",0.044196871634129616,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,judgement,gold,gold,,,0,"The material feels soft, fabric, lined. These cues may indicate a fabric-like material.",,"fabric, coarse, deformable",0.04776020403411885,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,property,gold,gold,,,0,"The surface feels lined, grainy, fabric, providing a consistent and stable tactile experience.",,"patterned, grainy, sewn, fabric",0.06178110636313397,0.23529411764705882
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,comparison,gold,gold,,,0,"The surface feels grainy, fabric. It closely matches with fabric, grainy, indicating a similar tactile feel.",,"patterned, grainy, sewn, fabric",0.04891187874480726,0.22222222222222224
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,judgement,gold,gold,,,0,"The sample feels grainy, fabric. These cues may indicate a fabric-like material.",,"patterned, grainy, sewn, fabric",0.06178110636313397,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,property,gold,gold,,,0,"The surface feels smooth, hard, plastic, providing a consistent and stable tactile experience.",,"hard, uneven, plastic",0.06178110636313397,0.25
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,comparison,gold,gold,,,0,"The surface feels hard, smooth, splotchy, flat. It best matches with the reference tactile cues: flat, hard.",,"hard, uneven, plastic",0.038461875130248735,0.11764705882352941
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,judgement,gold,gold,,,0,"The sample feels smooth, plastic. These cues may indicate a plastic-like material.",,"hard, uneven, plastic",0.05195151087116781,0.13333333333333333
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,property,gold,gold,,,0,"The surface feels fabric, rough, providing a consistent and stable tactile experience.",,"smooth, lined, flat, hard",0.04789232204309912,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,comparison,gold,gold,,,0,"The surface feels woven, round, flexible. It closely matches the reference tactile labels of rubbery, wired, deformable, providing a consistent tactile experience.",,"smooth, lined, flat, hard",0.024426633221059642,0.0
E1__t2rgbP__rgb0__tpl0__imode_gold,E1,proj_x_noTpl,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,judgement,gold,gold,,,0,"The sample feels fabric, granular. These cues may indicate a fabric-like material.",,"smooth, lined, flat, hard",0.04368583925857939,0.0
