setting,key,desc,image_rel,image_path,tid,intent_qtype,intent_mode,used_intent,pred_intent,gold_intent,intent_correct,answer,reference_labels,label,BLEU4,TokenF1
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1346_rgb.jpg,data/ssvtp\images_rgb/image_1346_rgb.jpg,1346,judgement,gold,gold,,,0,"The surface feels hard, splotchy, glossy. These cues may indicate a metal-like material.",,"hard, flat, splotchy, grainy",0.0567967744513558,0.22222222222222224
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, coarse, sewn",0.05195151087116781,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,comparison,gold,gold,,,0,"The surface feels fabric, coarse. It closely matches with the reference tactile labels fabric, coarse, soft, lined, patterned.",,"fabric, coarse, sewn",0.05108099332943179,0.2222222222222222
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1697_rgb.jpg,data/ssvtp\images_rgb/image_1697_rgb.jpg,1697,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"fabric, coarse, sewn",0.04776020403411885,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, uneven, coarse",0.05195151087116781,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It best matches the reference tactile cues: fabric, grainy.",,"fabric, uneven, coarse",0.044196871634129616,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2447_rgb.jpg,data/ssvtp\images_rgb/image_2447_rgb.jpg,2447,judgement,gold,gold,,,0,"The sample feels fabric, lined. These cues may indicate a fabric-like material.",,"fabric, uneven, coarse",0.05195151087116781,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,property,gold,gold,,,0,"The surface feels soft, fabric, providing a consistent and stable tactile experience.",,"woven, thick, deformable",0.04789232204309912,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,comparison,gold,gold,,,0,"The surface feels soft, fabric. It closely matches the reference tactile labels.",,"woven, thick, deformable",0.04789232204309912,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3940_rgb.jpg,data/ssvtp\images_rgb/image_3940_rgb.jpg,3940,judgement,gold,gold,,,0,"The sample feels soft, fabric. These cues may indicate a fabric-like material.",,"woven, thick, deformable",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,property,gold,gold,,,0,"The surface feels lined, sewn, fabric, elastic, providing a consistent and stable tactile experience.",,"fabric, lined, elastic",0.06285596338261261,0.35294117647058826
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It matches with the fabric, lined, soft reference tactile cues.",,"fabric, lined, elastic",0.05816635421147516,0.26666666666666666
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3773_rgb.jpg,data/ssvtp\images_rgb/image_3773_rgb.jpg,3773,judgement,gold,gold,,,0,"The sample feels lined, fabric. These cues may indicate a fabric-like material.",,"fabric, lined, elastic",0.06178110636313397,0.26666666666666666
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,property,gold,gold,,,0,"The surface feels hard, splotchy, glossy, providing a consistent and stable tactile experience.",,"coarse, mesh, deformable",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,comparison,gold,gold,,,0,"The surface feels fabric, coarse. It closely matches with the reference tactile labels fabric, coarse.",,"coarse, mesh, deformable",0.044196871634129616,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2669_rgb.jpg,data/ssvtp\images_rgb/image_2669_rgb.jpg,2669,judgement,gold,gold,,,0,"The sample feels fabric, lacy. These cues may indicate a fabric-like material.",,"coarse, mesh, deformable",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,property,gold,gold,,,0,"The surface feels hard, smooth, providing a consistent and stable tactile experience.",,"hard, flat, splotchy, smooth",0.06772997136689071,0.25
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,comparison,gold,gold,,,0,"The surface is hard, smooth. It best matches with the reference tactile cues: hard, smooth, indicating a consistent and stable tactile experience.",,"hard, flat, splotchy, smooth",0.03454447598433575,0.1818181818181818
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1419_rgb.jpg,data/ssvtp\images_rgb/image_1419_rgb.jpg,1419,judgement,gold,gold,,,0,"The sample feels glossy, plastic. These cues may indicate a plastic-like material.",,"hard, flat, splotchy, smooth",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"lined, coarse, uneven, fabric",0.06178110636313397,0.23529411764705882
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,comparison,gold,gold,,,0,"The surface feels soft, lined, fabric. It best matches with fabric, woven, indicating a tactile resemblance.",,"lined, coarse, uneven, fabric",0.04891187874480726,0.2105263157894737
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2399_rgb.jpg,data/ssvtp\images_rgb/image_2399_rgb.jpg,2399,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"lined, coarse, uneven, fabric",0.0567967744513558,0.23529411764705882
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,property,gold,gold,,,0,"The surface feels woven, glossy, flexible, providing a consistent and stable tactile experience.",,"woven, deformable, thick",0.05195151087116781,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,comparison,gold,gold,,,0,"The surface feels woven, glossy. It best matches with the glossy, woven reference.",,"woven, deformable, thick",0.05195151087116781,0.15384615384615383
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4174_rgb.jpg,data/ssvtp\images_rgb/image_4174_rgb.jpg,4174,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"woven, deformable, thick",0.040161384364076534,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a tactile impression consistent with these cues.",,"soft, fabric, deformable",0.0567967744513558,0.23529411764705882
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,comparison,gold,gold,,,0,"The surface is soft, lined, fabric. It resembles Fabric, Lined, indicating a similar tactile feel.",,"soft, fabric, deformable",0.052559234208168874,0.25
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_2007_rgb.jpg,data/ssvtp\images_rgb/image_2007_rgb.jpg,2007,judgement,gold,gold,,,0,"The sample feels lined, fabric, soft. These cues may indicate a fabric-like material.",,"soft, fabric, deformable",0.0567967744513558,0.25
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,property,gold,gold,,,0,"The surface feels grainy, patterned, providing a consistent and stable tactile experience.",,"grainy, fabric, coarse",0.05695389012765513,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,comparison,gold,gold,,,0,"The surface feels grainy, deformable. It closely matches with the ""grainy, fabric"" reference.",,"grainy, fabric, coarse",0.0734705312597788,0.28571428571428575
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_4023_rgb.jpg,data/ssvtp\images_rgb/image_4023_rgb.jpg,4023,judgement,gold,gold,,,0,"The material feels lined, grainy, fabric. These cues may indicate a fabric-like material.",,"grainy, fabric, coarse",0.06754312828675708,0.26666666666666666
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,property,gold,gold,,,0,"The surface feels hard, flat, splotchy, smooth, providing a consistent and stable tactile experience.",,"glossy, splotchy, hard, flat",0.07474875887495341,0.3333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,comparison,gold,gold,,,0,"The surface feels hard, splotchy, glossy. It closely matches with the reference tactile labels smooth, hard, splotchy, indicating a consistent tactile experience.",,"glossy, splotchy, hard, flat",0.038229746997386335,0.27272727272727276
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1575_rgb.jpg,data/ssvtp\images_rgb/image_1575_rgb.jpg,1575,judgement,gold,gold,,,0,"The surface feels flat, hard. It may be stone, plastic, wood, lined, patterned, but this is uncertain.",,"glossy, splotchy, hard, flat",0.04573913556123801,0.19047619047619047
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,property,gold,gold,,,0,"The surface feels flat, lined, providing a consistent and stable tactile experience.",,"hard, flat, lined",0.08054496384843701,0.26666666666666666
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,comparison,gold,gold,,,0,"The surface feels lined, fabric. It resembles fabric, patterned, indicating a soft and patterned tactile experience.",,"hard, flat, lined",0.04112982349983278,0.11764705882352941
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3298_rgb.jpg,data/ssvtp\images_rgb/image_3298_rgb.jpg,3298,judgement,gold,gold,,,0,"The sample feels lined, flat. These cues may indicate a fabric-like material.",,"hard, flat, lined",0.06178110636313397,0.25
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,property,gold,gold,,,0,"The surface feels soft, lined, fabric, providing a consistent and stable tactile experience.",,"fabric, coarse, deformable",0.05195151087116781,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,comparison,gold,gold,,,0,"The surface is soft, fabric, lined. It resembles Fabric, Lined, indicating a consistent and stable texture.",,"fabric, coarse, deformable",0.04112982349983278,0.11764705882352941
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3669_rgb.jpg,data/ssvtp\images_rgb/image_3669_rgb.jpg,3669,judgement,gold,gold,,,0,"The material feels soft, fabric. These cues may indicate a fabric-like material.",,"fabric, coarse, deformable",0.05195151087116781,0.14285714285714288
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,property,gold,gold,,,0,"The surface feels soft, patterned, fabric, providing a consistent and stable tactile experience.",,"patterned, grainy, sewn, fabric",0.06178110636313397,0.23529411764705882
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,comparison,gold,gold,,,0,"The surface is soft, lined, fabric. It resembles fabric more than hard, smooth, lined, flat, indicating a fabric-like material.",,"patterned, grainy, sewn, fabric",0.03219965714728962,0.09523809523809523
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3991_rgb.jpg,data/ssvtp\images_rgb/image_3991_rgb.jpg,3991,judgement,gold,gold,,,0,"The sample feels soft, lined, fabric. These cues may indicate a fabric-like material.",,"patterned, grainy, sewn, fabric",0.04776020403411885,0.11764705882352941
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,property,gold,gold,,,0,"The surface feels plastic, smooth, providing a consistent and stable tactile experience.",,"hard, uneven, plastic",0.05695389012765513,0.13333333333333333
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,comparison,gold,gold,,,0,"The surface feels hard, smooth, splotchy, flat. It is similar to the Reference tactile labels: plastic, splotchy, glossy, smooth, flat.",,"hard, uneven, plastic",0.038292061380205016,0.21052631578947367
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_1431_rgb.jpg,data/ssvtp\images_rgb/image_1431_rgb.jpg,1431,judgement,gold,gold,,,0,"The sample feels glossy, round. These cues may indicate a plastic-like material.",,"hard, uneven, plastic",0.05195151087116781,0.125
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,property,gold,gold,,,0,"The surface feels grainy, fabric, providing a consistent and stable tactile experience.",,"smooth, lined, flat, hard",0.04789232204309912,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,comparison,gold,gold,,,0,"The surface feels fabric, checkered. It closely matches with the reference tactile labels.",,"smooth, lined, flat, hard",0.04368583925857939,0.0
B1__t2t__rgb0__tpl0__imode_gold,B1,no_template,images_rgb/image_3875_rgb.jpg,data/ssvtp\images_rgb/image_3875_rgb.jpg,3875,judgement,gold,gold,,,0,"The sample feels grainy, fabric. These cues may indicate a fabric-like material.",,"smooth, lined, flat, hard",0.04368583925857939,0.0
